evmTokenAddress,evmReceiverAddress,source,amount,formattedAmount,sudtArgs,transferTxHash
0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,BSC,300000000000000000,0.3 BNB|bsc,0x578cd6ab8c0800e6fbc17b58633857dac5626883af89f842e79cb8f7af24de75,0x47eff3bd0c7739c38a749c79dc0cc643a2884f90a50fc0ef856b117ab06391ff
0x0000000000000000000000000000000000000000,0x6b6311a94d5b65ff52498d68fabab61e004e4a97,BSC,292152745159278597,0.292152745159278597 BNB|bsc,0x578cd6ab8c0800e6fbc17b58633857dac5626883af89f842e79cb8f7af24de75,0x3ce59165123e36665a0049f566af883f866a7cadf7d3791d834f27a772b32380
0x0000000000000000000000000000000000000000,0xa4acd1fa5d70bd5a6ad358a9f156d920cb207c6a,BSC,2500000000000000000,2.5 BNB|bsc,0x578cd6ab8c0800e6fbc17b58633857dac5626883af89f842e79cb8f7af24de75,0x7459042240b483c8818f0fff8a134bf49240fa794323eb6b646e565d5f2c9753
0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,Ethereum,3700000000000000000,3.7 ETH|eth,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0x006b7b09b21e46214d05b10850f46099e45fb19bf4e0c0a0516b3cd90fd91507
0x0000000000000000000000000000000000000000,0xc5ba95d8d7a85b89b8496a736cca9d95d0450d8e,Ethereum,5632445467639867521,5.632445467639867521 ETH|eth,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0x93f17e397b6f98c999e716aedc2af6266e159d2c12d2147c8e331e2af18a2b7a
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x5fb45a090fa369bf17079c3c138ee2419caad38e,Ethereum,6733840036,6733.840036 USDC|eth,0x5c4ac961a2428137f27271cf2af205e5c55156d26d9ac285ed3170e8c4cc1501,0x73e51a6de922298f11eb2507f55de655698b71a5c6e6734554d918a1076c633c
