source,evmTokenAddress,evmReceiverAddress,formattedAmount,amount,sudtArgs,burnTxHash,transferTxHash
Ethereum,0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,1.3 ETH|eth,1300000000000000000,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0x0baf9f489ef3c3df0d152ef3e952d9dff05ce77b7ab5ce515422430e4f216cbf,
Ethereum,0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,0.4 ETH|eth,400000000000000000,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0x0baf9f489ef3c3df0d152ef3e952d9dff05ce77b7ab5ce515422430e4f216cbf,
Ethereum,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x5fb45a090fa369bf17079c3c138ee2419caad38e,1741.193324 USDC|eth,1741193324,0x5c4ac961a2428137f27271cf2af205e5c55156d26d9ac285ed3170e8c4cc1501,0x0baf9f489ef3c3df0d152ef3e952d9dff05ce77b7ab5ce515422430e4f216cbf,
Ethereum,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x5fb45a090fa369bf17079c3c138ee2419caad38e,1878.665639 USDC|eth,1878665639,0x5c4ac961a2428137f27271cf2af205e5c55156d26d9ac285ed3170e8c4cc1501,0x0baf9f489ef3c3df0d152ef3e952d9dff05ce77b7ab5ce515422430e4f216cbf,
Ethereum,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x5fb45a090fa369bf17079c3c138ee2419caad38e,3113.981073 USDC|eth,3113981073,0x5c4ac961a2428137f27271cf2af205e5c55156d26d9ac285ed3170e8c4cc1501,0x0baf9f489ef3c3df0d152ef3e952d9dff05ce77b7ab5ce515422430e4f216cbf,
