source,evmTokenAddress,evmReceiverAddress,formattedAmount,amount,sudtArgs,burnTxHash,transferTxHash
Ethereum,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x59b17ab7bf007a202fd9977e934134cb739b0faa,50000.0 USDC|eth,50000000000,0x5c4ac961a2428137f27271cf2af205e5c55156d26d9ac285ed3170e8c4cc1501,0xc172e763a523535be623b310af210e1debaed1e2ec49216a470ff93fc215a2b6,
BSC,0x0000000000000000000000000000000000000000,0x59b17ab7bf007a202fd9977e934134cb739b0faa,9.545761412783899394 BNB|bsc,9545761412783899394,0x578cd6ab8c0800e6fbc17b58633857dac5626883af89f842e79cb8f7af24de75,0xc172e763a523535be623b310af210e1debaed1e2ec49216a470ff93fc215a2b6,
