evmTokenAddress,evmReceiverAddress,source,amount,formattedAmount,sudtArgs,transferTxHash
0x0000000000000000000000000000000000000000,0x3e37c65327edd7943c0d8e58ffc713304dc8bf49,BSC,55644032331935875,0.055644032331935875 BNB|bsc,0x578cd6ab8c0800e6fbc17b58633857dac5626883af89f842e79cb8f7af24de75,0x13d44cbd4c7819587048c6f8fd3d4c9c7721c4dad883f80c722a1df835090183
0x0000000000000000000000000000000000000000,0x3e37c65327edd7943c0d8e58ffc713304dc8bf49,Ethereum,73126888264566286,0.073126888264566286 ETH|eth,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0xdbf22a6f5259a3fcf7201e51547a6cf0596d5f4b41be6724e449acf5d9f495de
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x3e37c65327edd7943c0d8e58ffc713304dc8bf49,Ethereum,14608183,14.608183 USDC|eth,0x5c4ac961a2428137f27271cf2af205e5c55156d26d9ac285ed3170e8c4cc1501,0xdecac9cb277867444790f60fe1b260abd585f3bbf0896b80c2afbeb2d1e3a5dd
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x3fb9f3fb13c9b1658c243b795c7fcb8b7dd686d2,Ethereum,100000,0.1 USDC|eth,0x5c4ac961a2428137f27271cf2af205e5c55156d26d9ac285ed3170e8c4cc1501,test tx
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x78886d6af3561a61a91c3f62a7134901cdf05b26,Ethereum,37000000,37 USDC|eth,0x5c4ac961a2428137f27271cf2af205e5c55156d26d9ac285ed3170e8c4cc1501,test tx
