evmTokenAddress,evmReceiverAddress,source,amount,formattedAmount,sudtArgs,transferTxHash
0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,BSC,100000000000000000,0.1 BNB|bsc,0x578cd6ab8c0800e6fbc17b58633857dac5626883af89f842e79cb8f7af24de75,0xfbca6d03ac62f972a70904f48ed4c93a6a51bb8ff734fa0ac41110446dbbbea8
0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,Ethereum,2200000000000000000,2.2 ETH|eth,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0x820107ec1bdfbfffbbc7c8f58b5f0e27eac866d410c7c1d1610f424926176394
0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x5fb45a090fa369bf17079c3c138ee2419caad38e,Ethereum,300000,0.003 WBTC|eth,0x0a2117bce7a84cac80e7c5971919d12987e4da58f79e010c6c2f58c7d6e687e1,0x89725712db8a567d5651b0ede9d3e9fdf1d92eea725feefa76d2316ab13e0c68
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x5fb45a090fa369bf17079c3c138ee2419caad38e,Ethereum,7061322074,7061.322074 USDC|eth,0x5c4ac961a2428137f27271cf2af205e5c55156d26d9ac285ed3170e8c4cc1501,0x3fd82420b5ba86dedfca43ee678dfb39883b20841c2cdb42c8787476746bda26
