evmTokenAddress,evmReceiverAddress,source,amount,formattedAmount,sudtArgs,transferTxHash
0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,BSC,300000000000000000,0.3 BNB|bsc,0x578cd6ab8c0800e6fbc17b58633857dac5626883af89f842e79cb8f7af24de75,0x3e22fcdfc8fe37a6462075e0ade9bfd90c048501e251c4fef829cbfcca0701cb
0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,0x5fb45a090fa369bf17079c3c138ee2419caad38e,BSC,1000000000000000,0.001 BTCB|bsc,0x9ea7beb4a36469e00bb30dbac75e93672441b483d519556ba9d1424b9294eae5,0xe0438bb97aa1eb244a304fa38b044195584c40d62d2816f55c95df7425a531aa
0x0000000000000000000000000000000000000000,0xc5ba95d8d7a85b89b8496a736cca9d95d0450d8e,Ethereum,4086194457851917607,4.086194457851917607 ETH|eth,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0xdc77d0c1017633207445b89e2ed1eb21fdcd6ae17ba7bdda1d5d335e238b342a
0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x5fb45a090fa369bf17079c3c138ee2419caad38e,Ethereum,300000,0.003 WBTC|eth,0x0a2117bce7a84cac80e7c5971919d12987e4da58f79e010c6c2f58c7d6e687e1,0x415e3fb98e5879115a1c2ca4917bb4ff9f5af7203e2f339c7495464bc32d0a61
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x11af340398c8c8213d3780ef422b4a9a59765846,Ethereum,942603747,942.603747 USDC|eth,0x5c4ac961a2428137f27271cf2af205e5c55156d26d9ac285ed3170e8c4cc1501,0x55a11e658189586c0d8b15c93b56e871d5009b4cf8c6fdf4afa1ec960631a7a1
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x5fb45a090fa369bf17079c3c138ee2419caad38e,Ethereum,2004401768,2004.401768 USDC|eth,0x5c4ac961a2428137f27271cf2af205e5c55156d26d9ac285ed3170e8c4cc1501,0x2bd2177f658e5ac4102ab8357ac8193cec65f680add84777bb9cfc07e7e808c3
