source,evmTokenAddress,evmReceiverAddress,formattedAmount,amount,sudtArgs,burnTxHash,transferTxHash
BSC,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,0xd70bfd76223e505b967a7eeebc37ce6e9305a2ef,0.00000714125 USDC|bsc,7141250000000,0xcedd0f67f2d218ab992284ab343c2e729d2a124a1612592deaa9f8b8f8a581dd,0x459ccf83c511c420870044345f98ca537c81201fb41cfe019de8e801b0f846c4,
BSC,0x0000000000000000000000000000000000000000,0xd70bfd76223e505b967a7eeebc37ce6e9305a2ef,0.01 BNB|bsc,10000000000000000,0x578cd6ab8c0800e6fbc17b58633857dac5626883af89f842e79cb8f7af24de75,0x459ccf83c511c420870044345f98ca537c81201fb41cfe019de8e801b0f846c4,
