evmTokenAddress,evmReceiverAddress,source,amount,formattedAmount,sudtArgs,transferTxHash
0x0000000000000000000000000000000000000000,0x1a7e97a687c22b65b6ea1f269d13b1b6b0f3bedd,BSC,132219345664294947,0.132219345664294947 BNB|bsc,0x578cd6ab8c0800e6fbc17b58633857dac5626883af89f842e79cb8f7af24de75,0x0ada100a2edefbb7c6ebffd9a6664df2711e49962754d968da0a41249a2e5249
0x0000000000000000000000000000000000000000,0xa4acd1fa5d70bd5a6ad358a9f156d920cb207c6a,BSC,4998572899899863241,4.998572899899863241 BNB|bsc,0x578cd6ab8c0800e6fbc17b58633857dac5626883af89f842e79cb8f7af24de75,0x50c8a2076356687e04c3a2f61e42d39193af0e161eec58f848f2679bac8176c1
0x0000000000000000000000000000000000000000,0xd70bfd76223e505b967a7eeebc37ce6e9305a2ef,BSC,10000000000000000,0.01 BNB|bsc,0x578cd6ab8c0800e6fbc17b58633857dac5626883af89f842e79cb8f7af24de75,0x98ca4c9a9d36227e120aa2d1fe5b536776c9bd71227903aa67b45ec6cb3da26f
0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,0xd70bfd76223e505b967a7eeebc37ce6e9305a2ef,BSC,7141250000000,0.00000714125 USDC|bsc,0xcedd0f67f2d218ab992284ab343c2e729d2a124a1612592deaa9f8b8f8a581dd,0xbdc3df0a5af017f15e03aa7323b71f6cf7db62ecfdd36f513ebd700e9b23d3d7
0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,Ethereum,1000000000000000000,1.0 ETH|eth,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0xf09d24aec95abcb653123285db91d4611e16a011cd5569d3e0926c94366eaa37
0x0000000000000000000000000000000000000000,0xa4acd1fa5d70bd5a6ad358a9f156d920cb207c6a,Ethereum,1122988075209913184,1.122988075209913184 ETH|eth,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0x39b75b44a4a5b681eb18b4c64c65cdcf7e0b33332ad372b2f96d61daadcf9930
0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xa4acd1fa5d70bd5a6ad358a9f156d920cb207c6a,Ethereum,7110451,0.07110451 WBTC|eth,0x0a2117bce7a84cac80e7c5971919d12987e4da58f79e010c6c2f58c7d6e687e1,0x2d7c1347d968e60e2c13df99594cb4b1eec52bf65a9208161985ae7146218083
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x5fb45a090fa369bf17079c3c138ee2419caad38e,Ethereum,4869772033,4869.772033 USDC|eth,0x5c4ac961a2428137f27271cf2af205e5c55156d26d9ac285ed3170e8c4cc1501,0x8172dcca41a582fc13caf7d20cc70bfcc6403b8258974f1072a0b3ff15546574
