evmTokenAddress,evmReceiverAddress,source,amount,formattedAmount,sudtArgs,transferTxHash
0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,BSC,500000000000000000,0.5 BNB|bsc,0x578cd6ab8c0800e6fbc17b58633857dac5626883af89f842e79cb8f7af24de75,0xb5808938badb0e079b5a21777a987cb1221bcb1b19983850cf5d364bce27e73b
0x0000000000000000000000000000000000000000,0x6b6311a94d5b65ff52498d68fabab61e004e4a97,BSC,336672920332112342,0.336672920332112342 BNB|bsc,0x578cd6ab8c0800e6fbc17b58633857dac5626883af89f842e79cb8f7af24de75,0xc111cfe23389bb6795ea05abba717c1e81c3a7866a05162fdeefcb6ff0f58d37
0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,Ethereum,2550000000000000000,2.55 ETH|eth,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0x749d5e7db7a49a71a5da1fc61df97c01a352bee6766e12cafec23afad642c166
0x0000000000000000000000000000000000000000,0x6b6311a94d5b65ff52498d68fabab61e004e4a97,Ethereum,257120880731132827,0.257120880731132827 ETH|eth,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0x71de828289b96fbfd448bb9eff9d9dc2c2626d4ceb4a0a635ccaf9fd1ab6195a
0x0000000000000000000000000000000000000000,0xc5ba95d8d7a85b89b8496a736cca9d95d0450d8e,Ethereum,10000000000000000000,10.0 ETH|eth,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0xa4081c4020769199fb2e2b6e84412594626a3d97f5cb36160e8816dd13bc3482
